kepoi_name,koi_period,koi_prad,koi_depth,planet_prob
K03105.01,4.21223579,1.04,116.4,0.8823489756867186
K07708.01,6.70242786,1.82,65.3,0.8817361857134371
K07859.01,0.306702491,0.93,138.8,0.8792926447471423
K08232.01,189.183958,3.31,1014.0,0.8791572177016658
K07818.01,2.52443998,1.53,45.8,0.8791263433639543
K03370.01,24.352541,1.52,349.1,0.8786063717006598
K07437.01,1.9997244,0.84,85.1,0.8785045960200581
K04773.01,8.8493948,0.82,43.8,0.8776416107149927
K02004.03,1.72110057,0.7,29.7,0.876477919673692
K05928.01,20.69920737,,,0.8763095594801755
K07870.01,92.552007,2.1,282.6,0.8761850285543816
K06763.01,2.44693823,0.56,26.4,0.8760605700644701
K00115.03,3.43591631,0.55,23.2,0.8759130897946424
K04419.01,0.259819659,1.22,231.5,0.8753702754823481
K07746.01,393.95608,2.27,482.2,0.874330048080908
K02404.01,2.10081629,1.65,169.1,0.8733782096635984
K04463.01,36.7614011,1.52,160.9,0.872719383009704
K04967.01,43.581043,1.94,348.7,0.8718762974132579
K04913.01,6.78788113,2.44,73.1,0.8715066699126326
K07843.01,0.619023176,0.79,77.9,0.8706297965921663
K02972.02,42.0292298,2.33,373.7,0.8690291517373496
K07903.01,0.694611128,0.64,98.8,0.8685540073842026
K06263.01,8.60965352,3.33,63.2,0.8654781223439159
K02059.02,2.18565886,0.44,35.6,0.8649935864536856
K07072.01,15.3902613,4.39,76.8,0.8646180696466517
K07998.01,122.11555,2.96,1104.0,0.8645266111653206
K05625.01,116.454312,3.33,2125.3,0.8644225155662855
K00856.01,39.74893077,14.21,15178.9,0.8642429273604535
K06882.01,0.7735301,1.87,185.4,0.8636530078677651
K05149.01,43.681309,1.33,258.0,0.8633699640522657
K00950.01,31.201692472,8.31,34513.7,0.8627265422991256
K07949.01,1.001916708,0.62,70.9,0.8624445533995185
K02719.02,106.25976,1.5,354.0,0.8621077914557128
K07715.01,25.8616058,1.12,123.0,0.8610826385804614
K04700.02,66.47762,1.83,553.5,0.8609804914539256
K08037.01,3.65034525,0.72,253.2,0.8605571664275539
K07520.01,3.14735789,3.45,51.8,0.8595304499586925
K04793.01,5.2736268,0.89,86.1,0.8593686765638046
K07873.01,1.93188768,0.57,37.8,0.8584156415108761
K03053.02,9.4767057,1.38,230.5,0.8577252153648768
K04636.01,122.749053,6.13,1041.2,0.8575377861229379
K05329.01,200.2350497,10.99,10812.1,0.8570585796676407
K08000.01,225.48805,1.7,379.9,0.8563286266767849
K07673.01,80.769893,1.87,128.5,0.8560003911389025
K05482.01,31.707574649,2.96,787.3,0.8553357075946161
K04685.01,0.494247662,1.51,224.9,0.8545121714363884
K02744.02,11.615625,2.84,191.2,0.8537153579072199
K07749.01,133.6348207,1.89,420.9,0.8533898884571056
K04098.01,1.121733366,2.39,84.3,0.8532855111204516
K06746.01,2.564012541,7.27,2551.9,0.8530943571450945
K03429.04,44.433726,1.85,239.6,0.8522456246787858
K05067.01,219.931324,2.3,641.0,0.8504563852667867
K02833.01,1.791877025,1.48,46.1,0.8491402930670134
K05932.01,355.86134,2.79,1220.7,0.8466202751622006
K08223.01,66.716453,2.2,626.0,0.8446936761350997
K08193.01,367.947848,3.72,1301.0,0.8435447669201137
K00883.01,2.688899233,12.04,37491.6,0.8429298598035018
K07706.01,42.049523793,1.19,607.9,0.8425723883621409
K03318.02,25.6970688,3.83,835.0,0.8422164255054762
K06798.01,2.64185268,3.56,149.8,0.8413554580088586
K07882.01,65.415183,1.31,417.1,0.841193816755995
K02050.02,3.17796408,0.74,47.7,0.8381971604814976
K06631.01,2.56271232,0.48,29.4,0.8365536210673176
K08122.01,54.753883835,2.21,442.3,0.8347516983830217
K07662.01,4.72519164,3.98,98.8,0.8335394334203005
K06182.01,19.2405821,1.19,207.4,0.8330781993319131
K05410.01,24.1527864,0.97,78.1,0.8326946814371272
K05651.01,83.499618,1.72,501.0,0.8324925814485894
K02445.01,47.3659328,11.97,757.0,0.8323987430184988
K01681.03,3.53105835,10.61,310.8,0.8310018393152859
K01681.04,21.9139549,10.39,584.4,0.8297826661649756
K04912.01,0.876850385,1.35,59.2,0.8293456715061811
K07923.01,395.13138,0.97,126.4,0.8278094085107582
K01255.01,78.9257421,11.9,17972.0,0.8276895009189648
K05563.01,7.62210397,3.8,146.1,0.8270739556022338
K07938.01,275.5603,2.33,89.4,0.8259501128305615
K04528.01,8.31224474,10.63,70.8,0.8248962127700813
K04582.01,4.22426989,0.35,13.6,0.8234796482516765
K05736.01,161.651504,2.22,253.6,0.8200060155897776
K07776.01,541.92452,3.15,1504.2,0.8186782725989442
K07954.01,372.15035,1.74,457.4,0.8182369191453176
K06971.01,129.222771,2.01,445.3,0.8177821440492488
K04717.01,216.456055,3.61,1002.8,0.8176452358631261
K03384.01,10.54841329,3.89,102.9,0.816162660729217
K04890.01,63.095068,11.67,496.8,0.8160634960891938
K05600.01,17.168095,4.81,143.1,0.8156988625717636
K04567.01,14.74426,8.1,113.6,0.8146668143630859
K02222.01,34.135676,13.98,622.0,0.8145273402756603
K00100.01,9.9664004,16.89,1619.0,0.8138947944210413
K04632.01,40.0691482,13.25,784.1,0.8120517736732437
K00304.02,5.518195,0.46,27.1,0.808770621060929
K01872.01,30.5231459,11.26,2212.3,0.8066455418662897
K07888.01,4.7368156,0.6,35.3,0.8052160292685924
K02169.04,2.19251903,0.37,18.1,0.8034639389422631
K07700.01,631.56889,3.13,789.0,0.8003477234213496
K07628.01,1.8134378,0.69,97.4,0.8001477030669474
K04926.01,69.089357,1.47,475.1,0.7984178101593574
K07863.01,5.2449156,0.52,35.5,0.7970002461411299
K08012.01,34.573718512,0.42,399.0,0.7969142932319138
K08183.01,5.8877038,0.6,39.7,0.7952546801175174
K04498.01,17.1622587,22.42,312.2,0.7944872289830729
K07174.01,1.58487898,0.37,42.9,0.794472560936514
K02678.02,2.2165905,0.48,28.7,0.793723719475236
K02610.02,115.230655,4.02,164.4,0.7899762512036287
K06957.01,1.48062814,0.76,62.5,0.788754044338526
K05846.01,199.064336,6.12,265.0,0.7875438447469102
K04331.01,1.717859841,1.45,66.3,0.7843259880696068
K04357.01,0.681180633,2.97,156.4,0.7838570071615583
K04084.03,8.19619768,1.55,197.4,0.783779434500314
K07301.01,20.9525604,1.19,232.9,0.7831110405161303
K02577.01,18.55581565,20.83,565.9,0.7813318356890284
K02042.01,63.0732241,17.8,671.3,0.7796882406975588
K07645.01,2.00870696,0.55,53.5,0.7795400027419479
K04407.01,1.33807075,0.6,20.2,0.7780349083843164
K04782.02,4.29251656,3.66,249.5,0.7768141264004985
K07432.01,13.1538409,1.03,104.6,0.7753330130342875
K01546.01,0.917568975,11.92,15805.0,0.7739197376554964
K04838.02,6.33342309,7.62,123.3,0.7737870983968688
K02775.01,17.57704569,27.21,670.0,0.771478655105211
K04801.01,82.401274,2.21,430.7,0.765731698790011
K08174.01,295.06066,0.64,72.2,0.7638313830210091
K08047.01,302.34971,1.98,622.3,0.7637643342093122
K02194.03,445.21685,1.37,211.6,0.759875627979863
K00099.01,2190.7010353,3.12,1874.2,0.7549814545233251
K04705.01,1.4733245,1.03,124.0,0.7538573082921207
K07798.01,309.89103,2.15,321.3,0.7503908948839395
K02386.01,16.2707207,28.42,468.0,0.7433608010617551
K05566.01,0.9886684,3.18,126.6,0.7417579315678737
K06331.01,5.8229815,1.36,281.6,0.7391065862297218
K07540.01,21.980467,0.92,96.0,0.7371453396030794
K08007.01,67.176626864,9.66,1689.9,0.7370005275114667
K07093.01,97.991569,1.41,126.8,0.7335571926926142
K07680.01,219.20579,2.66,207.8,0.732352227732007
K07931.01,242.0367,2.11,333.3,0.7302408660958745
K07416.01,37.4646974,0.97,51.6,0.7248809714495486
K00622.01,155.042265,26.44,4880.9,0.7228424548753527
K08107.01,578.88761,1.69,76.8,0.7220479515576048
K07775.01,89.945828,3.46,335.6,0.7190178579149734
K02150.02,44.7055876,72.59,471.8,0.7188828684217043
K02578.01,13.33094869,25.95,725.6,0.7170553038589736
K07358.01,11.3251153,1.26,297.2,0.7169128127019694
K01675.01,14.62399621,21.92,1082.0,0.7153029265639291
K06860.01,0.576732089,0.43,35.4,0.7152165105974905
K03936.01,141.608555,2.98,1263.1,0.7139458986655833
K02604.01,14.43348326,16.25,526.8,0.7102170017741847
K00780.02,7.2406612,19.45,556.4,0.7077035721213469
K05719.01,27.285315,2.19,396.5,0.70433568084194
K02554.01,39.7557642,13.72,621.8,0.70108652760053
K03208.01,2.131660527,0.56,32.2,0.7005994175457286
K00366.01,75.1122132,23.23,3751.5,0.7004550011378176
K02679.01,110.7556272,29.64,8067.0,0.69739319940459
K08063.01,405.35457,2.11,545.6,0.6973002894000471
K07408.01,5.15998178,19.07,412.4,0.697283355044631
K02183.03,150.381954,2.26,396.1,0.6967313607949657
K05943.01,27.2020672,1.87,180.3,0.6947007510845967
K04756.01,5.4169303,8.17,109.5,0.6945960943801853
K03313.01,34.9524256,21.74,677.0,0.6945389566539952
K07920.01,1.04347858,1.09,22.5,0.6940084645645799
K00435.02,934.09418462,7.89,8709.6,0.685868611282389
K07832.01,3.6092231,0.68,52.4,0.6829435380138711
K03119.01,2.184437698,0.94,1546.8,0.6814730803959106
K08238.01,495.662346,2.73,675.7,0.6814104558166831
K03013.01,3.76562031,19.39,232.6,0.6783086784001018
K05965.01,43.3975622,1.69,585.3,0.6780840002494042
K05284.01,389.316341,27.61,2599.8,0.6779634683829809
K02068.01,41.88970036,32.16,1304.4,0.6775762936965785
K07889.01,130.235324,2.44,750.1,0.6765940571548238
K01840.02,9.3888216,20.91,192.7,0.6762225557925402
K06919.01,8.7998722,1.09,270.3,0.6761553550669461
K04007.01,11.4927112,25.01,291.5,0.6749966059095034
K02093.02,2.508116,12.28,188.1,0.6747208969777012
K06733.01,1.28940823,2.48,32.1,0.6737828993089511
K04813.01,9.2294726,0.82,199.3,0.673677074844754
K03433.01,34.08429351,36.05,3746.0,0.6694134847955251
K07793.01,1.99469354,0.46,75.1,0.6691874562095668
K02298.03,2.47240869,0.36,47.5,0.6661936610216302
K01884.01,23.11707222,4.37,2407.5,0.6591624066891193
K03913.01,0.582895412,5.87,587.5,0.6589277469278708
K02364.01,5.24242029,3.86,334.9,0.6560764100054959
K08249.01,309.191789,1.96,122.8,0.6527497292877306
K00227.01,17.65737838,2.45,2155.7,0.6524729278365579
K06093.01,20.5736113,3.86,76.0,0.6519180327904094
K02093.03,0.496069986,10.0,128.8,0.6508219240700174
K04808.01,2.40174996,0.65,254.4,0.6506439135994891
K01174.01,129995.7784,2.99,1474.9,0.6428366257746181
K00331.02,10.52286678,23.26,130.2,0.6422212812650557
K07073.01,279.036565,30.25,395.2,0.6341377027639445
K01421.01,1693.6636225,10.23,9515.3,0.634060191030461
K02758.01,253.374581,19.25,1104.0,0.633075782071781
K00458.01,53.71798494,155.12,3153.5,0.6316009639780191
K03891.01,47.1096306,78.98,752.2,0.6255175126836595
K07986.01,1.73984941,0.72,48.5,0.6224838455120715
K00126.02,0.875197345,0.73,0.0,0.6183376262457768
K02093.01,6.78341325,20.75,501.2,0.6160063474204465
K08077.01,77.177672,1.29,318.6,0.6147644659596349
K08257.01,9.4609418,0.54,47.5,0.606312142622261
K04307.01,160.850075,3.41,428.1,0.606041220718006
K01194.02,14.8623076,1.57,840.0,0.5988659972416153
K01154.01,6.810823723,26.06,14446.8,0.5966973280006753
K02695.01,2.50343279,20.23,1156.0,0.5965964077125994
K02813.01,0.698461304,14.81,134.4,0.5947042389759877
K05654.01,54.6957124,3.28,1096.0,0.5930251734455099
K08085.01,419.2615,1.7,287.8,0.592415658281358
K06705.01,0.9951412,0.22,101.7,0.5914451549460613
K00396.01,14.591504451,36.85,1490.5,0.5900858098999398
K07930.01,377.67241,1.37,514.8,0.5896586981004786
K01860.04,24.8434837,1.58,217.4,0.5809629024752726
K00436.01,199.83920527,21.48,44490.0,0.578099190908826
K05486.01,4.15472242,23.47,2243.0,0.5768069642104414
K02508.01,7.10397925,1.51,370.5,0.5702326310288582
K01208.01,700.00298217,6.43,3245.9,0.5685889877714169
K06103.02,122.8054416,118.62,313.0,0.568141198451328
K03422.01,40.1454757,13.01,310.8,0.5672687495747966
K05388.01,137.396194,3.38,155.4,0.5662598075746703
K08031.01,254.336707,13.97,398.4,0.5661326220607673
K02882.01,75.8580035,2.72,1148.4,0.565327499765056
K01096.01,1500.0,9.8,9592.0,0.56435129222325
K06774.01,17.3816224,26.55,59099.4,0.563615949197067
K08277.01,0.757261281,0.58,36.5,0.5634158915705474
K00682.01,562.1725914,10.9,5877.8,0.5627824152531847
K05276.01,220.720142,2.0,862.5,0.5596806053412265
K08048.01,379.67276,1.33,253.9,0.5588400919968267
K05518.01,558.21886,3.1,1539.4,0.5455850717938994
K04345.01,4.32710895,26.6,108.9,0.5417341526660461
K06194.01,42.294739,140.14,254.2,0.5394474091915259
K05602.01,403.163148,2.49,681.1,0.5376901517498563
K02876.01,5.1952021,1.37,320.8,0.5319814222617953
K08279.01,367.0896,35.3,2092.3,0.5277091057003076
K05287.01,3.98916186,28.1,318.0,0.5275401983646868
K08046.01,384.37706,50.93,1204.9,0.5216675110137047
K05375.01,285.374561,5.94,482.3,0.5216315072187508
K02354.01,1.151244686,40.32,269.6,0.5164416396631757
K07750.01,494.485085,5.03,385.3,0.5093733491423198
K03421.01,40.6511021,1.7,136.4,0.49995017621224397
K00422.01,809.0141881,14.38,16311.3,0.49900993017674417
K04269.02,4.4408541,1.74,33.9,0.4986970378997234
K07953.01,432.96905,1.43,257.9,0.49702772955813845
K05274.01,55.7583803,1.59,132.7,0.4959933562583647
K03444.02,60.32668824,4.98,3146.7,0.4945438674134121
K07791.01,106.18732,231.85,266.1,0.4921231101352705
K02343.01,29.0726293,2.32,439.6,0.49169280493116596
K03787.01,141.73403059,10.3,7736.4,0.4906570004703812
K08156.01,364.98242,3.12,533.0,0.4870532495584331
K03749.01,10.72725536,12.85,56197.0,0.48572578098971564
K02548.01,0.827151296,19.1,272.4,0.4832687963979315
K01168.01,856.672115,3.87,858.1,0.4815051491019474
K00076.01,77.4794704,10.33,1237.0,0.47889293505101194
K07430.01,1.320499473,18.94,204.0,0.4777125912170044
K05915.01,37.6259039,1.81,411.0,0.47467001387727503
K04303.01,200.721168,3.32,822.5,0.4731724761932432
K08033.01,362.13187,2.23,849.0,0.46878440856740494
K07915.01,382.5891,2.15,298.2,0.46711927512270696
K08078.01,0.805941833,29.85,3180.4,0.4643770904396733
K07847.01,399.37587,3.93,552.2,0.46152407298505105
K07099.01,34.0357766,1.05,386.6,0.4599093656748177
K07982.01,376.37989,3.26,1140.0,0.4597837184550939
K05919.01,290.196139,2.35,281.0,0.4595689296930481
K07785.01,433.220461,2.07,725.1,0.45913466403831005
K05267.01,5.1779065,2.93,129.5,0.45859867471306115
K03072.01,24.3367026,1.95,551.1,0.4560077185824693
K07624.01,330.025002,5.92,259.2,0.45346320497072423
K05805.01,525.757041,11.07,830.2,0.44879970321381135
K06464.03,541.742985,3.39,1038.6,0.4351363567845324
K07205.01,2.3518268,39.82,576.6,0.4331517470911477
K04390.01,1.63668262,103.99,921.7,0.4326373469586726
K08221.01,293.38641,1.35,94.9,0.43263356808137
K07319.01,17.1677675,0.97,335.1,0.4273762743329803
K05236.01,550.86514,2.06,346.5,0.42684267834717493
K06664.01,14.7639145,0.93,162.5,0.42663547705963645
K04975.01,47.0628978,4.1,1647.0,0.42662626826022443
K01957.01,1.38680229,29.33,242.3,0.4259420303038334
K07735.01,382.30306,4.05,225.6,0.42561289056956836
K04546.01,0.741768294,72.36,60.3,0.42446336307464566
K06538.01,129.847318,1.45,198.4,0.42369066701906166
K04913.02,8.97377221,2.96,106.5,0.42287491878766775
K08050.01,278.38935,6.81,262.8,0.42200245734132996
K01788.02,369.069345,3.07,945.9,0.4210323029269882
K05875.02,4.2742605,1.88,263.8,0.42060524108724834
K07567.01,608.20572,1.46,554.2,0.4131503377656893
K01032.01,1500.1406772,18.35,4129.9,0.4124114945893044
K06751.01,24.996068,2.4,621.7,0.4113562923345206
K05834.01,37.537859,1.77,269.0,0.4094730788907726
K08111.01,359.33831,2.33,977.9,0.40821539909401316
K08205.01,260.446151,25.39,713.9,0.40527712829265533
K00525.01,11.53029332,3.98,1209.3,0.40481819166996963
K08089.01,141.400279,41.55,790.1,0.3996595941818464
K03061.02,77.915425,1.17,178.8,0.3961101303034677
K05891.01,370.31761,2.98,1885.0,0.39440653926208347
K05359.01,2.7200197,1.53,869.0,0.39296684390459735
K05110.01,105.5904748,8.16,292.4,0.3914814789598967
K07264.01,19.1644498,1.83,63.8,0.3912415693850589
K08259.01,402.27493,1.73,294.5,0.39113453052059416
K05652.01,91.507044,1.43,539.0,0.3910292281589777
K06401.01,1.96134311,41.53,207.8,0.38926274536922395
K01628.03,37.8404232,1.76,232.6,0.38792114526775295
K03444.04,14.1502311,0.74,208.1,0.3840328271852779
K01206.01,422.917678,5.89,1367.7,0.38024485782310413
K00993.03,86.723653,1.43,241.0,0.3794814914784575
K05371.01,33.3037881,1.14,272.4,0.3782420989133011
K05223.01,354.21154,8.41,821.3,0.37569466257362794
K03411.01,26.83771808,12.68,8512.0,0.3746586991394596
K07879.01,128.208643,6.15,212.2,0.37402127114219064
K08217.01,277.25118,5.02,1517.4,0.3738479996575132
K07634.01,80.84069,15.11,9326.0,0.37222903536542434
K06358.01,3.09383248,1.32,373.7,0.3721006633828297
K08241.01,490.63941,7.67,268.8,0.3694690359373178
K03440.02,58.940569,2.48,570.3,0.3683789384234261
K05869.01,114.406187,2.42,1306.0,0.3670534924084812
K08275.01,389.875816,3.76,2134.0,0.36640065979051883
K06409.01,19.9310602,2.42,97.9,0.3658294262754056
K05850.01,303.226376,3.66,1464.0,0.3629713866521204
K03722.01,2.38920105,,,0.35911170001522386
K08286.01,191.03728,3.54,1607.0,0.35881665235559285
K07617.01,12.9284553,0.64,297.9,0.3557766497956425
K08201.01,392.601892,2.25,779.0,0.35575948621349585
K04846.01,19.254536,1.32,186.0,0.3555590165205445
K05219.01,27.765596,1.2,147.6,0.355555292146585
K05727.01,65.3558881,2.61,1158.0,0.35498137149572323
K02327.02,46.331703,1.39,299.9,0.3534440584121021
K02433.07,86.431871,2.85,415.1,0.3528899139520301
K00945.03,66.789347,2.07,358.5,0.35036741947783867
K05162.01,628.15844,0.95,502.3,0.3503507039392252
K08263.01,280.55544,2.17,401.4,0.34984580610041766
K06605.01,74.371666,2.39,102.8,0.34835160424103695
K07484.01,37.0200232,2.14,581.0,0.3479532320855045
K06925.01,12.9489256,0.94,331.0,0.3466733167821623
K05871.01,623.2344,2.04,602.8,0.3465817920805234
K01101.02,11.39110963,1.9,593.4,0.3456862344009964
K00416.04,31.5322987,0.74,106.4,0.3452005204449348
K05196.01,392.47291,5.46,345.6,0.34346765348396285
K08180.01,185.97534,2.76,54.5,0.34289991774187106
K05930.01,302.77571,1.0,1106.0,0.33961638237688735
K03102.01,9.3210841,0.61,294.2,0.33869358549488204
K00621.01,17.761998411,14.25,24176.9,0.3373655021744599
K07283.01,134.413808,1.69,206.1,0.33661214440331155
K06513.01,5.62241111,1.17,464.1,0.33520115296857744
K00971.01,0.533059312,133.56,1495.8,0.33345346257320074
K01772.01,120.00336404,15.08,39596.0,0.3311604644622995
K07136.01,441.17369,2.27,702.0,0.3298671759133355
K07589.01,414.45008,7.01,729.5,0.32769011083081284
K06320.01,22.80265,2.36,53.1,0.3269758174136727
K07884.01,0.70965042,1.49,223.4,0.32621172542549387
K05775.01,492.23808,2.19,676.8,0.3254300450225107
K06118.01,571.280892,3.65,460.7,0.3236304427489005
K05142.01,198.895864,3.33,1779.0,0.32183261055552487
K05398.01,551.22396,2.1,570.7,0.3217525804901061
K05485.01,9.3589254,17.37,1527.0,0.321621014552984
K08211.01,5.0487451,0.67,67.6,0.32109651968810343
K02871.03,18.0811429,0.75,71.2,0.31880808026494295
K01209.01,272.0868353,5.95,5572.0,0.3187740978510438
K05205.01,313.051405,2.91,594.9,0.3181969765861309
K05626.01,397.499229,6.57,2629.7,0.3169207678330682
K07259.01,0.721522907,11.04,22528.0,0.31665659761141324
K00417.01,19.193103549,12.23,6807.3,0.31642916653795367
K07988.01,333.486169,19.3,639.1,0.31620038157852665
K01560.01,31.56904354,11.18,4229.4,0.31592492862069693
K05897.01,395.94327,2.53,1506.0,0.3120727807075057
K06484.01,16.1191449,1.34,262.2,0.31175739467278285
K05550.01,540.39267,3.63,1780.0,0.31097297508990757
K05934.01,19.3854894,6.13,4560.0,0.309829830399623
K05796.01,495.854189,2.41,548.6,0.30973740346533246
K07932.01,502.25648,1.03,153.2,0.3081566236156934
K03761.01,164.950399,11.23,24493.0,0.3077589486734142
K05953.01,370.84786,4.03,1440.0,0.3068604540133867
K03431.01,19.6001405,2.08,282.0,0.3051671739976574
K07716.01,483.36405,1.27,285.4,0.3045856953474101
K05269.01,371.50631,2.88,992.0,0.30166325372559816
K01465.01,9.771462706,10.15,6933.2,0.3013602680342454
K06526.01,486.77832,9.3,370.8,0.30085420023841175
K00460.02,36.0484798,1.24,127.6,0.3005869395217096
K05649.01,426.942225,2.32,1209.0,0.3004932065039656
K07539.01,15.3416245,1.3,269.6,0.3004058060371846
K07572.01,91.069934,1.59,12.7,0.2974307571764642
K07992.01,277.13367,1.84,321.2,0.2965106708015776
K05228.01,546.53309,1.03,758.0,0.29650904492871016
K06904.01,26.1556767,1.28,295.0,0.29591485817703406
K07180.01,487.83894,3.94,453.3,0.2955369637943255
K06511.01,27.122801,1.46,234.7,0.29443595334096767
K05434.01,581.87357,2.96,905.6,0.29421909979311944
K08242.01,331.55459,1.36,288.7,0.29403498181018795
K06195.01,1.444486083,1.73,980.7,0.2932083364051952
K08253.01,400.11482,0.95,113.4,0.2926822399357849
K07592.01,381.97977,1.55,900.0,0.29225416911136737
K06762.01,15.08186,0.98,81.6,0.2918505838806794
K07483.01,16.9163386,0.68,64.2,0.2916234522944861
K05987.01,5.288547653,55.28,2185.3,0.29027839965713936
K07383.01,50.0122,1.2,210.4,0.28938711423609675
K02193.02,4.16288745,1.32,391.7,0.2883810928988984
K07729.01,50.563697,1.57,50.5,0.28823539944694754
K05300.01,188.954072,2.46,166.5,0.2868036964229896
K05863.01,8.67237968,0.87,99.1,0.28625470650785145
K05899.01,58.669218,1.28,169.4,0.28597544535145797
K05879.01,88.523517,1.6,828.0,0.2855848365745513
K05057.01,493.74242,7.15,506.1,0.28492957946003344
K06447.02,91.649983,2.27,193.6,0.2846147437047186
K06889.01,75.906736,0.63,26.9,0.2839301578525982
K07593.01,67.412998,1.57,126.1,0.2834720291005945
K07878.01,36.566324,15.41,2943.0,0.28331908758079866
K06872.01,13.5164708,0.88,140.1,0.28302332305291145
K06256.01,14.137062,1.37,393.0,0.28111138296044824
K07880.01,623.70774,1.81,250.9,0.2786982931154716
K05574.01,373.41509,2.55,1806.0,0.27707419530848876
K03320.01,85.0624157,21.26,41901.0,0.27693023079910567
K06653.01,28.2682167,1.22,197.0,0.2762268531847457
K07703.01,413.51856,1.96,391.1,0.2761640082193814
K05174.01,22.4932751,6.04,152.0,0.27567867737647317
K05283.01,18.7821603,0.83,77.2,0.272850412615952
K06372.01,71.008017,1.11,170.2,0.2716329846292507
K08246.01,425.64971,1.58,171.2,0.27159700474981563
K06635.01,0.52740121,1.49,1316.0,0.2703148191192986
K00972.02,7.82187328,2.78,42.2,0.2698120222428133
K07535.01,15.09984259,4.11,484.8,0.26976054938874144
K03051.01,11.682369,1.45,234.5,0.2688281266212858
K06570.01,16.214474,3.53,161.7,0.26797962468680464
K06734.01,498.27269,2.12,534.0,0.2675351336329175
K06253.01,27.556452,1.4,289.2,0.2667350162874476
K01666.01,0.968026356,1.78,212.7,0.26634956196702286
K02671.01,21.47642727,59.5,348130.0,0.2650158429589752
K04961.01,348.96347,2.04,585.2,0.2642963137323347
K07591.01,328.32211,1.3,399.0,0.26423209996441616
K05379.01,520.655224,7.58,314.9,0.26402798747407036
K06262.01,0.673141323,1.29,229.5,0.26296008214725913
K01455.01,15.068060768,16.43,19387.0,0.2624816803721839
K05741.01,362.0619,2.12,886.2,0.26126052866886507
K02248.02,9.4907638,1.05,197.4,0.2601809539191669
K01192.01,1295.362215,57.82,8708.0,0.2593491312167697
K05896.01,434.28175,1.94,663.1,0.258963374034504
K01110.02,3.71840884,0.84,77.2,0.25854273198967126
K05764.01,286.02266,2.03,1036.0,0.2585255958815264
K07389.01,27.5837778,11.03,202.5,0.25830869074552626
K08109.01,218.771117,250.2,140.1,0.25745964141324396
K04198.01,1.182862515,1.26,22.3,0.25692639872129963
K06188.01,1.645319649,2.46,1082.0,0.2564987381797555
K07470.01,392.50115,1.9,391.2,0.2560222896771934
K06384.01,566.28176,2.79,1200.0,0.2560085031188546
K04097.02,4.44902309,0.55,88.9,0.2558846556159198
K06753.01,72.28198,13.11,1265.0,0.2557997054013786
K07074.01,26.8552365,1.49,194.2,0.25514825837295163
K03767.01,6.714247798,14.78,32213.0,0.2540699319156734
K08272.01,432.42787,1.14,110.3,0.2532947461600563
K07330.01,198.11309,1.09,53.3,0.2524647631862291
K00437.01,15.84132627,16.84,31083.0,0.2518903734214164
K06449.01,29.9315174,1.58,353.0,0.2505352549539753
K06781.01,14.5909249,0.93,146.9,0.2497486411923488
K05616.01,441.61919,1.71,820.0,0.24864200452511662
K06516.01,11.2901559,0.88,163.8,0.24856950363739638
K05539.01,374.05697,2.34,961.1,0.24676605813263658
K04923.01,38.168652,1.4,90.6,0.24613970775037466
K05588.01,542.91133,2.27,750.1,0.24581929651053883
K07415.01,1.291964282,10.97,28640.0,0.24499934501502363
K05291.01,525.560452,12.74,1196.0,0.24311264579714564
K05572.01,21.9578446,0.78,96.6,0.24105517094288653
K07040.01,502.20642,2.18,447.9,0.24095649986983483
K06182.02,28.684308,1.35,282.3,0.24061630417396715
K07380.01,15.9474242,1.21,191.7,0.238848699011975
K06918.01,0.902403563,6.17,4759.5,0.23846416573579873
K07179.01,407.14656,1.18,82.3,0.23686524601795958
K04862.01,0.903763067,1.08,267.5,0.23686450400914527
K06985.01,10.9279755,0.81,71.5,0.23594472081844706
K06949.01,2.352446342,1.24,32.5,0.2357469474051248
K04084.02,10.72900793,1.78,404.3,0.23505554086413702
K07534.01,23.3787733,0.92,76.0,0.23357198399367188
K07117.02,22.786522,1.45,228.3,0.23250831419494877
K00272.01,1.28132831,4.52,525.5,0.23204083258951239
K00547.02,7.34672485,0.97,143.0,0.23150269021728803
K07546.01,44.113873,4.9,196.3,0.2307772853323409
K00466.01,9.391039263,11.73,2895.6,0.2306732844730096
K05451.01,529.39169,4.4,319.9,0.2306305436879045
K05826.01,30.561533,1.53,585.7,0.22934735648478716
K04848.01,384.6961,1.78,787.0,0.22930359256278968
K06862.01,11.0495766,0.83,102.8,0.22893123383194175
K05933.01,236.506437,10.37,744.4,0.2281231833237326
K05715.01,189.961729,1.93,699.9,0.22718918577782352
K06318.01,5.90260586,1.26,337.7,0.22675088424658227
K04940.01,84.6405853,1.72,784.0,0.22624247029078798
K07282.01,1.758599866,1.6,237.8,0.22614770967695946
K00753.01,19.89913995,14.6,10829.0,0.2251529270951696
K07129.01,64.1983721,1.74,248.2,0.2251355543654869
K05867.01,359.8455,14.76,503.9,0.22483517432533684
K05971.01,493.30572,1.08,404.5,0.22476030895757299
K07370.01,4.48538145,0.96,168.1,0.22172837273762336
K04977.01,25.5338535,1.18,368.0,0.22118715879067002
K05725.01,351.25069,2.23,1324.0,0.22049023736994924
K07558.01,10.1551587,0.94,141.6,0.22041240770831189
K05972.01,449.87203,2.59,1130.0,0.2190832778718038
K06315.01,5.32737192,0.7,107.7,0.2189080252572776
